NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1248,서울특별시 강남구 논현동,105-3,105,3,논현한가람빌라트,141.05,202406,7,"189,000",-,3,개인,개인,2002,도산대로50길 54,-,중개거래,서울 강남구,-
1249,서울특별시 강남구 논현동,105-4,105,4,한진로즈힐,84.94,202312,2,"135,000",102,3,-,-,2004,도산대로46길 21,-,중개거래,서울 강남구,24.01.15
1250,서울특별시 강남구 논현동,105-4,105,4,한진로즈힐,84.94,202309,13,"149,000",101,7,-,-,2004,도산대로46길 21,-,중개거래,서울 강남구 서울 성동구,23.12.01
1251,서울특별시 강남구 논현동,105-4,105,4,한진로즈힐,84.94,202404,20,"148,000",-,4,개인,개인,2004,도산대로46길 21,-,중개거래,서울 강남구,-
1252,서울특별시 강남구 논현동,105-4,105,4,한진로즈힐,84.94,202404,12,"146,000",-,2,개인,개인,2004,도산대로46길 21,-,중개거래,서울 강남구,-
1253,서울특별시 강남구 논현동,205-2,205,2,논현동한화꿈에그린,67.671,202312,10,"102,000",101,1,-,-,2005,논현로111길 39,-,중개거래,서울 은평구,24.02.26
1254,서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202310,14,"86,500",105,2,-,-,1997,강남대로146길 28,-,중개거래,서울 강남구,23.11.28
1255,서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202309,12,"139,000",104,8,-,-,1997,강남대로146길 28,-,중개거래,서울 관악구,23.10.11
1256,서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202309,12,"90,500",101,5,-,-,1997,강남대로146길 28,-,중개거래,서울 강남구,23.11.20
1257,서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202309,1,"87,000",102,13,-,-,1997,강남대로146길 28,-,중개거래,서울 강남구,23.11.17
1258,서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202308,19,"84,500",103,2,-,-,1997,강남대로146길 28,-,중개거래,서울 강남구,23.12.08
1259,서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202308,25,"198,000",106,11,-,-,1997,강남대로146길 28,-,중개거래,서울 강남구 서울 강동구,23.12.28
1260,서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202405,15,"165,000",102,6,개인,개인,1997,강남대로146길 28,-,중개거래,"서울 강남구, 서울 서초구",24.05.17
1261,서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202402,24,"202,000",106,10,개인,개인,1997,강남대로146길 28,-,중개거래,서울 강남구,24.05.10
1262,서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202310,31,"199,000",104,7,-,-,1997,강남대로146길 28,-,중개거래,서울 강남구,24.02.06
1263,서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202406,17,"167,000",-,7,개인,개인,1997,강남대로146길 28,-,중개거래,서울 강남구,-
1264,서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202406,5,"206,000",-,13,개인,개인,1997,강남대로146길 28,-,중개거래,서울 강남구,-
1265,서울특별시 강남구 논현동,Jan-53,53,1,힐타워,134.83,202402,14,"125,000",-,4,개인,개인,2001,강남대로132길 26,-,중개거래,서울 서초구,24.04.08
1266,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,73.08,202401,31,"240,000",-,1,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1267,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,73.08,202401,31,"245,000",-,3,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1268,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,64.29,202401,31,"210,000",-,2,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1269,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,73.08,202401,31,"245,000",-,2,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1270,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,73.08,202401,31,"245,000",-,2,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1271,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,64.29,202401,31,"210,000",-,1,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1272,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,73.08,202401,31,"245,000",-,3,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1273,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,73.08,202401,31,"240,000",-,1,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1274,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,128.26,202401,31,"440,000",-,6,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1275,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,187.47,202401,31,"720,000",-,5,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1276,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,64.29,202401,31,"210,000",-,4,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1277,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,70.56,202401,31,"235,000",-,4,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1278,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,70.56,202401,31,"240,000",-,4,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1279,서울특별시 강남구 논현동,Dec-55,55,12,네오빌,64.29,202401,31,"215,000",-,3,법인,개인,2001,강남대로132길 42,-,중개거래,"서울 강남구, 서울 서초구",-
1280,서울특별시 강남구 논현동,196,196,0,거평프리젠,42.395,202312,22,"50,000",-,5,-,-,1996,강남대로112길 41,-,중개거래,서울 강남구,23.12.22
1281,서울특별시 강남구 논현동,196,196,0,거평프리젠,30.215,202308,22,"34,500",-,8,-,-,1996,강남대로112길 41,-,중개거래,서울 강남구,23.08.31
1282,서울특별시 강남구 논현동,196,196,0,거평프리젠,42.015,202404,4,"45,900",-,11,개인,개인,1996,강남대로112길 41,-,중개거래,서울 강남구,24.04.30
1283,서울특별시 강남구 논현동,196,196,0,거평프리젠,31.585,202401,24,"39,000",-,11,개인,개인,1996,강남대로112길 41,-,중개거래,서울 강남구,24.02.28
1284,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202312,28,"36,500",-,10,-,-,2004,학동로 165,-,직거래,-,24.01.10
1285,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202309,2,"39,500",-,4,-,-,2004,학동로 165,-,중개거래,서울 강남구,23.09.25
1286,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202308,31,"39,000",-,3,-,-,2004,학동로 165,-,중개거래,서울 강남구,23.11.10
1287,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202308,17,"32,000",-,5,-,-,2004,학동로 165,-,직거래,-,23.09.11
1288,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202402,26,"39,500",-,11,개인,개인,2004,학동로 165,-,중개거래,서울 강남구,24.04.08
1289,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202406,14,"40,000",-,14,개인,개인,2004,학동로 165,-,중개거래,서울 강남구,-
1290,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202406,14,"40,000",-,14,개인,개인,2004,학동로 165,20240625,중개거래,서울 강남구,-
1291,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202404,8,"37,500",-,10,개인,개인,2004,학동로 165,-,중개거래,서울 강남구,-
1292,서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202406,4,"37,800",-,10,개인,개인,2004,학동로 165,-,중개거래,서울 강남구,-
1293,서울특별시 강남구 논현동,106,106,0,펜트힐캐스케이드,48.03,202312,21,"148,400",-,12,-,-,2023,언주로 720,-,직거래,-,23.12.27
1294,서울특별시 강남구 논현동,276-1,276,1,아크로힐스논현,113.087,202309,27,"265,000",103,5,-,-,2014,언주로 604,-,중개거래,서울 강남구,23.12.08
1295,서울특별시 강남구 논현동,106,106,0,펜트힐캐스케이드,43.01,202309,25,"92,000",-,8,-,-,2023,언주로 720,-,중개거래,서울 서초구,23.10.23
1296,서울특별시 강남구 논현동,211-21,211,21,펜트힐루논현,43.392,202307,7,"124,614",-,13,-,-,2021,언주로 641,-,직거래,-,23.07.26
1297,서울특별시 강남구 논현동,211-21,211,21,펜트힐루논현,43.392,202401,19,"95,214",-,14,개인,개인,2021,언주로 641,-,직거래,-,24.01.19
1298,서울특별시 강남구 논현동,211-21,211,21,펜트힐루논현,43.392,202311,27,"115,000",-,8,-,-,2021,언주로 641,-,중개거래,서울 용산구,24.04.15
1299,서울특별시 강남구 논현동,276-1,276,1,아크로힐스논현,84.074,202404,13,"223,000",102,16,개인,개인,2014,언주로 604,-,중개거래,서울 강남구,24.06.14
1300,서울특별시 강남구 논현동,Mar-62,62,3,"청학아파트에이동,비동,씨동",97.18,202405,15,"152,500",-,5,개인,개인,1976,도산대로 232,-,중개거래,서울 강남구,-
1301,서울특별시 강남구 압구정동,434,434,0,신현대12차,182.95,202403,21,"690,000",113,4,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,24.06.10
1302,서울특별시 강남구 압구정동,510,510,0,한양8(81동한개동),210.1,202406,3,"835,000",-,10,개인,개인,1984,압구정로 403,-,중개거래,서울 강남구,-
1303,서울특별시 강남구 압구정동,397,397,0,미성2차,74.4,202405,29,"270,000",28,4,개인,개인,1987,압구정로 113,-,중개거래,서울 강남구,24.06.13
1304,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",157.36,202405,23,"588,500",86,5,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,24.05.31
1305,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",196.7,202405,4,"630,000",-,1,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,-
1306,서울특별시 강남구 압구정동,486,486,0,한양4,101.09,202404,25,"359,000",-,12,개인,개인,1978,압구정로 313,-,중개거래,서울 강남구,-
1307,서울특별시 강남구 압구정동,426,426,0,신현대9차,152.39,202404,26,"580,000",-,7,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,-
1308,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",157.36,202406,8,"600,000",-,2,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,-
1309,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202403,16,"302,000",2,10,개인,개인,1977,압구정로 321,-,중개거래,서울 강남구,24.06.03
1310,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),107.64,202404,13,"360,000",94,4,개인,개인,1980,압구정로 309,-,중개거래,서울 강남구,24.05.24
1311,서울특별시 강남구 압구정동,493,493,0,한양2,175.92,202405,8,"595,000",-,11,개인,개인,1978,압구정로 347,-,중개거래,서울 강남구,-
1312,서울특별시 강남구 압구정동,484,484,0,한양6,106.71,202402,20,"365,000",61,6,개인,개인,1980,압구정로 313,-,중개거래,서울 강남구,24.05.31
1313,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),91.21,202401,19,"375,000",8,8,개인,개인,1977,압구정로 321,-,중개거래,서울 강남구,24.05.31
1314,서울특별시 강남구 압구정동,397,397,0,미성2차,74.4,202406,5,"275,000",-,4,개인,개인,1987,압구정로 113,-,중개거래,서울 강남구,-
1315,서울특별시 강남구 압구정동,434,434,0,신현대12차,182.95,202404,11,"710,000",113,9,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,24.05.30
1316,서울특별시 강남구 압구정동,434,434,0,신현대12차,107.16,202405,8,"410,000",-,8,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,-
1317,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",196.7,202405,10,"710,000",-,12,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,-
1318,서울특별시 강남구 압구정동,434,434,0,신현대12차,110.82,202402,3,"410,000",116,12,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,24.05.27
1319,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",144.2,202403,27,"497,000",83,8,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,24.05.24
1320,서울특별시 강남구 압구정동,434,434,0,신현대12차,121.18,202404,17,"476,500",115,11,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,24.05.29
1321,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",196.7,202402,1,"660,000",-,10,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,-
1322,서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202310,4,"538,000",-,3,-,-,1977,압구정로33길 70,20240110,중개거래,서울 강남구 서울 양천구,-
1323,서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.9,202402,23,"520,000",-,2,개인,개인,1977,압구정로33길 70,-,중개거래,서울 강남구,-
1324,서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202312,18,"535,000",55,3,-,-,1977,압구정로33길 70,-,중개거래,서울 강남구,24.04.16
1325,서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202312,18,"535,000",-,3,-,-,1977,압구정로33길 70,20240306,중개거래,서울 강남구,-
1326,서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202405,2,"570,000",-,3,개인,개인,1977,압구정로33길 70,-,중개거래,"서울 강남구, 서울 서초구",-
1327,서울특별시 강남구 압구정동,446,446,0,현대빌라트,181.81,202310,5,"660,000",-,3,-,-,1996,압구정로29길 49,-,중개거래,서울 강남구,23.12.01
1328,서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",196.21,202310,4,"670,000",12,3,-,-,1976,압구정로29길 71,-,중개거래,서울 강남구,23.11.17
1329,서울특별시 강남구 압구정동,436,436,0,"현대10차(201,202동)",108.15,202308,10,"410,000",202,9,-,-,1982,압구정로29길 69,-,중개거래,서울 강남구,23.09.26
1330,서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",160.28,202307,27,"650,000",24,15,-,-,1976,압구정로29길 71,-,중개거래,경기 성남수정구 서울 강남구,23.10.20
1331,서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",196.21,202404,15,"890,000",-,13,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,-
1332,서울특별시 강남구 압구정동,448,448,0,현대13차(208~211동),105.45,202404,9,"425,000",-,4,개인,개인,1983,압구정로29길 23,-,중개거래,서울 강남구,-
1333,서울특별시 강남구 압구정동,448,448,0,현대13차(208~211동),105.45,202404,4,"430,000",-,11,개인,개인,1983,압구정로29길 23,-,중개거래,서울 강남구,-
1334,서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",196.84,202402,8,"800,000",10,13,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,24.04.29
1335,서울특별시 강남구 압구정동,436,436,0,"현대10차(201,202동)",108.15,202401,22,"415,000",-,12,개인,개인,1982,압구정로29길 69,20240314,중개거래,서울 강남구,-
1336,서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",160.28,202401,10,"520,000",24,1,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,24.02.28
1337,서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",160.52,202401,13,"600,000",23,11,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,24.06.17
1338,서울특별시 강남구 압구정동,448,448,0,현대13차(208~211동),105.31,202404,16,"434,000",208,11,개인,개인,1984,압구정로29길 23,-,중개거래,"서울 강남구, 서울 영등포구",24.06.14
1339,서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",131.49,202405,11,"503,000",-,12,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,-
1340,서울특별시 강남구 압구정동,447,447,0,"현대14차(203,204,205,206동)",84.98,202307,11,"370,000",203,2,-,-,1987,압구정로29길 57,-,중개거래,서울 강남구,24.04.09
1341,서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",160.29,202402,21,"610,000",25,2,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,24.05.30
1342,서울특별시 강남구 압구정동,446,446,0,현대빌라트,181.81,202403,12,"660,000",-,2,개인,개인,1996,압구정로29길 49,-,중개거래,서울 강남구,24.05.29
1343,서울특별시 강남구 압구정동,448,448,0,현대13차(208~211동),108.47,202404,6,"415,000",211,12,개인,개인,1983,압구정로29길 23,-,중개거래,서울 강남구,24.05.29
1344,서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",160.28,202402,3,"620,000",24,13,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,24.05.28
1345,서울특별시 강남구 압구정동,414,414,0,미성1차,153.32,202309,9,"530,000",-,11,-,-,1982,압구정로11길 17,-,중개거래,서울 강남구,-
1346,서울특별시 강남구 압구정동,414,414,0,미성1차,180.56,202308,10,"525,000",-,9,-,-,1982,압구정로11길 17,-,중개거래,서울 강남구,-
1347,서울특별시 강남구 압구정동,414,414,0,미성1차,106.48,202402,27,"310,000",3,1,개인,개인,1982,압구정로11길 17,-,중개거래,서울 강남구,24.05.28
1348,서울특별시 강남구 압구정동,397,397,0,미성2차,74.4,202311,6,"300,000",28,15,-,-,1987,압구정로 113,-,중개거래,서울 강남구 서울 성북구,23.12.20
1349,서울특별시 강남구 압구정동,489,489,0,한양3,116.94,202309,19,"417,000",36,9,-,-,1978,압구정로 321,-,중개거래,서울 강남구,24.01.04
1350,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202307,11,"270,000",1,4,-,-,1977,압구정로 321,-,중개거래,서울 강남구,23.08.24
1351,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),78.05,202312,17,"350,000",-,2,-,-,1977,압구정로 321,-,중개거래,서울 강남구,-
1352,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",144.7,202312,5,"490,000",87,12,-,-,1978,압구정로 201,-,중개거래,서울 강남구,24.01.30
1353,서울특별시 강남구 압구정동,397,397,0,미성2차,140.9,202310,19,"445,000",21,17,-,-,1987,압구정로 113,-,중개거래,서울 강남구,24.01.15
1354,서울특별시 강남구 압구정동,456,456,0,"현대7차(73~77,82,85동)",196.7,202310,17,"685,000",85,4,-,-,1979,압구정로 201,-,중개거래,서울 강남구,24.01.10
1355,서울특별시 강남구 압구정동,489,489,0,한양3,117.26,202310,14,"415,000",33,5,-,-,1978,압구정로 321,-,중개거래,서울 강남구,23.12.15
1356,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),163.67,202309,27,"537,000",-,1,-,-,1980,압구정로 309,-,중개거래,서울 강남구,-
1357,서울특별시 강남구 압구정동,489,489,0,한양3,116.94,202309,27,"400,000",36,4,-,-,1978,압구정로 321,-,중개거래,서울 강남구,23.11.08
1358,서울특별시 강남구 압구정동,426,426,0,신현대9차,111.38,202309,13,"435,000",105,9,-,-,1982,압구정로 151,-,중개거래,서울 강남구 서울 용산구,23.12.27
1359,서울특별시 강남구 압구정동,484,484,0,한양6,110.74,202309,12,"371,000",61,1,-,-,1980,압구정로 313,-,중개거래,서울 강남구,23.11.10
1360,서울특별시 강남구 압구정동,397,397,0,미성2차,74.4,202309,8,"300,000",29,17,-,-,1987,압구정로 113,-,중개거래,서울 강남구,23.11.16
1361,서울특별시 강남구 압구정동,434,434,0,신현대12차,110.82,202309,8,"415,000",116,10,-,-,1982,압구정로 151,-,중개거래,서울 강남구,23.10.25
1362,서울특별시 강남구 압구정동,397,397,0,미성2차,140.9,202309,7,"418,000",27,11,-,-,1987,압구정로 113,-,중개거래,서울 강남구,23.11.30
1363,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),78.05,202309,5,"350,000",7,3,-,-,1977,압구정로 321,-,중개거래,서울 강남구,23.11.30
1364,서울특별시 강남구 압구정동,397,397,0,미성2차,118.63,202308,29,"395,000",25,10,-,-,1987,압구정로 113,-,중개거래,서울 강남구,23.11.16
1365,서울특별시 강남구 압구정동,489,489,0,한양3,161.9,202308,28,"530,000",32,6,-,-,1978,압구정로 321,-,중개거래,서울 강남구,23.11.21
1366,서울특별시 강남구 압구정동,434,434,0,신현대12차,155.52,202308,28,"610,000",118,7,-,-,1982,압구정로 151,-,중개거래,서울 강남구,23.12.20
1367,서울특별시 강남구 압구정동,433,433,0,신현대11차,171.43,202308,23,"605,000",112,9,-,-,1983,압구정로 151,-,중개거래,서울 강남구,23.11.28
1368,서울특별시 강남구 압구정동,434,434,0,신현대12차,170.38,202308,21,"620,000",114,12,-,-,1982,압구정로 151,-,중개거래,서울 강남구,23.10.25
1369,서울특별시 강남구 압구정동,489,489,0,한양3,116.94,202308,15,"385,000",36,2,-,-,1978,압구정로 321,-,중개거래,서울 강남구,23.11.27
1370,서울특별시 강남구 압구정동,434,434,0,신현대12차,155.52,202308,10,"615,000",117,10,-,-,1982,압구정로 151,-,중개거래,서울 강남구,23.11.17
1371,서울특별시 강남구 압구정동,434,434,0,신현대12차,155.52,202308,10,"615,000",-,10,-,-,1982,압구정로 151,20230822,중개거래,서울 강남구,-
1372,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),163.67,202308,9,"540,000",93,10,-,-,1980,압구정로 309,-,중개거래,서울 강남구,23.12.20
1373,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),107.64,202308,7,"389,000",95,11,-,-,1980,압구정로 309,-,중개거래,서울 강남구,23.10.12
1374,서울특별시 강남구 압구정동,513,513,0,한양5,153.59,202308,7,"540,000",51,8,-,-,1979,압구정로 401,-,중개거래,서울 강남구,23.09.22
1375,서울특별시 강남구 압구정동,433,433,0,신현대11차,183.41,202308,3,"625,000",109,1,-,-,1983,압구정로 151,-,중개거래,서울 강남구,24.01.09
1376,서울특별시 강남구 압구정동,397,397,0,미성2차,140.9,202307,27,"400,000",26,2,-,-,1987,압구정로 113,-,중개거래,서울 강남구,23.10.05
1377,서울특별시 강남구 압구정동,397,397,0,미성2차,118.63,202307,22,"378,000",25,7,-,-,1987,압구정로 113,-,중개거래,서울 강남구,23.09.20
1378,서울특별시 강남구 압구정동,493,493,0,한양2,147.41,202307,22,"530,000",21,12,-,-,1978,압구정로 347,-,중개거래,서울 강남구,23.10.11
1379,서울특별시 강남구 압구정동,513,513,0,한양5,102.35,202307,22,"315,000",52,9,-,-,1979,압구정로 401,-,중개거래,서울 강남구,23.10.11
1380,서울특별시 강남구 압구정동,493,493,0,한양2,175.92,202307,15,"540,000",22,12,-,-,1978,압구정로 347,-,중개거래,서울 강남구,23.10.31
1381,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),107.64,202307,14,"350,000",95,6,-,-,1980,압구정로 309,-,중개거래,서울 강남구,23.12.28
1382,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),91.21,202307,12,"360,000",9,4,-,-,1977,압구정로 321,-,중개거래,서울 강남구,23.08.14
1383,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202307,12,"270,000",2,4,-,-,1977,압구정로 321,-,중개거래,서울 강남구,23.09.15
1384,서울특별시 강남구 압구정동,397,397,0,미성2차,118.63,202307,12,"373,000",23,6,-,-,1987,압구정로 113,-,중개거래,서울 강남구 서울 양천구,23.09.18
1385,서울특별시 강남구 압구정동,433,433,0,신현대11차,183.41,202307,11,"640,000",108,9,-,-,1983,압구정로 151,-,중개거래,서울 강남구,23.10.30
1386,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",144.2,202307,8,"512,000",84,11,-,-,1978,압구정로 201,-,중개거래,서울 강남구,23.08.25
1387,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),163.67,202306,29,"520,000",92,8,-,-,1980,압구정로 309,-,중개거래,서울 강남구,23.10.27
1388,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",144.7,202306,27,"475,000",87,14,-,-,1978,압구정로 201,-,중개거래,서울 강남구,23.10.31
1389,서울특별시 강남구 압구정동,513,513,0,한양5,115.24,202306,27,"395,000",53,4,-,-,1979,압구정로 401,-,중개거래,서울 강남구,23.09.11
1390,서울특별시 강남구 압구정동,486,486,0,한양4,208.65,202306,27,"640,000",43,12,-,-,1978,압구정로 313,-,중개거래,서울 강남구,24.01.05
1391,서울특별시 강남구 압구정동,397,397,0,미성2차,140.9,202405,16,"455,000",-,12,개인,개인,1987,압구정로 113,-,중개거래,"서울 강남구, 서울 광진구",-
1392,서울특별시 강남구 압구정동,434,434,0,신현대12차,107.16,202404,26,"408,000",-,5,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,-
1393,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",196.7,202402,1,"660,000",80,10,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,24.05.02
1394,서울특별시 강남구 압구정동,433,433,0,신현대11차,183.41,202403,25,"670,000",-,9,개인,개인,1983,압구정로 151,-,중개거래,서울 강남구,-
1395,서울특별시 강남구 압구정동,433,433,0,신현대11차,170.81,202402,3,"590,000",111,4,개인,개인,1983,압구정로 151,-,중개거래,서울 강남구,24.05.20
1396,서울특별시 강남구 압구정동,433,433,0,신현대11차,183.41,202405,16,"690,000",-,3,개인,법인,1983,압구정로 151,-,중개거래,서울 강남구,-
1397,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",196.7,202402,29,"679,000",79,9,개인,개인,1978,압구정로 201,-,중개거래,서울 강남구,24.05.08
1398,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202402,3,"297,500",1,7,개인,개인,1977,압구정로 321,-,중개거래,서울 강남구,24.05.10
1399,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202404,17,"290,000",-,12,개인,법인,1977,압구정로 321,-,중개거래,"서울 강남구, 서울 서초구",-
1400,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),111.5,202404,30,"380,000",-,3,개인,개인,1981,압구정로 309,-,중개거래,"서울 강남구, 서울 송파구",-
1401,서울특별시 강남구 압구정동,481,481,0,현대8차(성수현대:91~95동),107.64,202404,22,"360,000",-,1,개인,개인,1980,압구정로 309,-,중개거래,서울 강남구,-
1402,서울특별시 강남구 압구정동,456,456,0,"현대6차(78~81,83,84,86,87동)",144.2,202404,15,"495,000",-,13,개인,개인,1978,압구정로 201,-,중개거래,"서울 강남구, 인천 중구",-
1403,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),49.98,202404,15,"230,000",-,3,개인,개인,1977,압구정로 321,-,중개거래,"경기 성남시수정구, 서울 강남구",-
1404,서울특별시 강남구 압구정동,489,489,0,한양3,161.9,202404,9,"500,000",-,12,개인,개인,1978,압구정로 321,-,중개거래,서울 강남구,-
1405,서울특별시 강남구 압구정동,434,434,0,신현대12차,182.95,202404,2,"744,000",-,12,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,-
